column,dtype,row_count,missing_count,missing_fraction,finite_count,minimum,maximum,mean,std,unique_count_exact,unique_count_truncated,is_constant,preview_json,top_values_json
target_qdd_0,float64,6249074,0,0.0,6249074,-10.000000000000002,10.000000000000002,1.8357723565576853e-05,0.29218174290799853,36264.0,False,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[{""value"": ""0.0"", ""count"": 3798831}, {""value"": ""1.0000000000000009"", ""count"": 162251}, {""value"": ""-1.0000000000000009"", ""count"": 162095}, {""value"": ""-0.99999999999989"", ""count"": 16351}, {""value"": ""0.99999999999989"", ""count"": 16239}, {""value"": ""0.2372295397803925"", ""count"": 7218}, {""value"": ""-0.2372295397803925"", ""count"": 7169}, {""value"": ""0.08480569366123293"", ""count"": 5883}, {""value"": ""-0.08480569366123293"", ""count"": 5823}, {""value"": ""-0.055905880221779336"", ""count"": 5116}, {""value"": ""0.055905880221779336"", ""count"": 5078}, {""value"": ""0.29098743554445416"", ""count"": 4856}, {""value"": ""0.17303982784810934"", ""count"": 4824}, {""value"": ""-0.29098743554445416"", ""count"": 4810}, {""value"": ""-0.17303982784810934"", ""count"": 4801}, {""value"": ""0.1941639392059602"", ""count"": 4771}, {""value"": ""0.1587578075496754"", ""count"": 4749}, {""value"": ""-0.1941639392059602"", ""count"": 4741}, {""value"": ""0.005313430479199008"", ""count"": 4738}, {""value"": ""-0.1587578075496754"", ""count"": 4732}]"
target_qdd_1,float64,6249074,0,0.0,6249074,-10.000000000000009,10.000000000000009,1.57782716266374e-05,0.14860470476345575,41754.0,False,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[{""value"": ""0.0"", ""count"": 3798827}, {""value"": ""-0.19884717005325125"", ""count"": 6133}, {""value"": ""0.19884717005325125"", ""count"": 6125}, {""value"": ""-0.24436698431629106"", ""count"": 5483}, {""value"": ""0.24436698431629106"", ""count"": 5473}, {""value"": ""-0.03838209601651765"", ""count"": 5203}, {""value"": ""0.03838209601651765"", ""count"": 5146}, {""value"": ""0.14289523343324895"", ""count"": 5102}, {""value"": ""-0.2812017844392445"", ""count"": 5044}, {""value"": ""0.2323323432034674"", ""count"": 5041}, {""value"": ""0.2812017844392445"", ""count"": 5026}, {""value"": ""-0.14289523343324895"", ""count"": 4909}, {""value"": ""-0.2837395409678312"", ""count"": 4864}, {""value"": ""0.2837395409678312"", ""count"": 4796}, {""value"": ""-0.07807033695451937"", ""count"": 4729}, {""value"": ""0.14965821584833616"", ""count"": 4722}, {""value"": ""-0.14965821584833616"", ""count"": 4713}, {""value"": ""-0.16227036191079902"", ""count"": 4705}, {""value"": ""0.07807033695451937"", ""count"": 4700}, {""value"": ""0.16227036191079902"", ""count"": 4685}]"
target_qdd_2,float64,6249074,0,0.0,6249074,-10.000000000000009,10.000000000000009,4.8667061218618736e-05,0.38691899008289754,46233.0,False,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[{""value"": ""0.0"", ""count"": 3798821}, {""value"": ""-1.0000000000000009"", ""count"": 48024}, {""value"": ""1.0000000000000009"", ""count"": 48001}, {""value"": ""0.8677619863828312"", ""count"": 6615}, {""value"": ""-0.8677619863828312"", ""count"": 6588}, {""value"": ""0.8136469406476721"", ""count"": 6183}, {""value"": ""-0.8136469406476721"", ""count"": 6077}, {""value"": ""0.9002527240062896"", ""count"": 5834}, {""value"": ""-0.7366337860625904"", ""count"": 5831}, {""value"": ""0.7366337860625904"", ""count"": 5793}, {""value"": ""-0.9002527240062896"", ""count"": 5771}, {""value"": ""-0.053912210871878696"", ""count"": 5315}, {""value"": ""0.7526583733030723"", ""count"": 5304}, {""value"": ""0.053912210871878696"", ""count"": 5298}, {""value"": ""-0.7526583733030723"", ""count"": 5231}, {""value"": ""-0.8190745993572612"", ""count"": 5173}, {""value"": ""-0.72847057664438"", ""count"": 5115}, {""value"": ""0.8190745993572612"", ""count"": 5101}, {""value"": ""0.72847057664438"", ""count"": 5082}, {""value"": ""0.8368674334870985"", ""count"": 4985}]"
target_qdd_3,float64,6249074,0,0.0,6249074,-20.000000000000018,20.000000000000018,-6.181052672913873e-05,0.44616868192822856,29525.0,False,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[{""value"": ""0.0"", ""count"": 3798825}, {""value"": ""-1.0000000000000009"", ""count"": 286989}, {""value"": ""0.99999999999989"", ""count"": 284948}, {""value"": ""1.0000000000000009"", ""count"": 284154}, {""value"": ""-0.99999999999989"", ""count"": 282592}, {""value"": ""0.05308783531955685"", ""count"": 4486}, {""value"": ""-0.084694045851888"", ""count"": 4482}, {""value"": ""0.084694045851888"", ""count"": 4297}, {""value"": ""-0.05308783531955685"", ""count"": 4161}, {""value"": ""-0.02130010899203255"", ""count"": 4160}, {""value"": ""0.02130010899203255"", ""count"": 4132}, {""value"": ""0.08537118408021016"", ""count"": 4054}, {""value"": ""-0.1790042284876836"", ""count"": 4041}, {""value"": ""-0.14678327327441454"", ""count"": 4033}, {""value"": ""0.1790042284876836"", ""count"": 3998}, {""value"": ""-0.10065106799173053"", ""count"": 3986}, {""value"": ""0.14678327327441454"", ""count"": 3976}, {""value"": ""0.10065106799173053"", ""count"": 3932}, {""value"": ""-0.09015356287976617"", ""count"": 3912}, {""value"": ""0.12143202817332945"", ""count"": 3866}]"
target_qdd_4,float64,6249074,0,0.0,6249074,-20.000000000000004,20.000000000000004,-1.014536812534695e-05,0.40180803182451574,30203.0,False,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[{""value"": ""0.0"", ""count"": 3798831}, {""value"": ""-1.0000000000000009"", ""count"": 261363}, {""value"": ""1.0000000000000009"", ""count"": 260400}, {""value"": ""0.99999999999989"", ""count"": 97307}, {""value"": ""-0.99999999999989"", ""count"": 96144}, {""value"": ""-0.28138503679153715"", ""count"": 6187}, {""value"": ""0.28138503679153715"", ""count"": 6146}, {""value"": ""-0.2269539020796629"", ""count"": 5572}, {""value"": ""0.2269539020796629"", ""count"": 5557}, {""value"": ""-0.14550593099091347"", ""count"": 5366}, {""value"": ""0.14550593099091347"", ""count"": 5344}, {""value"": ""-0.2292028015017377"", ""count"": 4949}, {""value"": ""0.2292028015017377"", ""count"": 4945}, {""value"": ""-0.2340455008496001"", ""count"": 4872}, {""value"": ""0.2340455008496001"", ""count"": 4852}, {""value"": ""0.20724160171559086"", ""count"": 4832}, {""value"": ""-0.2337761394705651"", ""count"": 4818}, {""value"": ""0.2337761394705651"", ""count"": 4816}, {""value"": ""-0.20724160171559086"", ""count"": 4798}, {""value"": ""-0.18271953153897733"", ""count"": 4765}]"
target_qdd_5,float64,6249074,0,0.0,6249074,-1.4320312499999932,1.0000000000000009,-8.897974360847408e-07,0.01862952810455158,42246.0,False,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[{""value"": ""0.0"", ""count"": 3798835}, {""value"": ""0.006414081579397477"", ""count"": 6903}, {""value"": ""-0.006414081579397477"", ""count"": 6872}, {""value"": ""-0.006699676100124438"", ""count"": 5450}, {""value"": ""-0.007307299743020135"", ""count"": 5447}, {""value"": ""0.007307299743020135"", ""count"": 5419}, {""value"": ""0.006699676100124438"", ""count"": 5359}, {""value"": ""0.014831386269002766"", ""count"": 5290}, {""value"": ""-0.014831386269002766"", ""count"": 5264}, {""value"": ""-0.006786201480956863"", ""count"": 5241}, {""value"": ""0.0072114544647176185"", ""count"": 5240}, {""value"": ""-0.0072114544647176185"", ""count"": 5239}, {""value"": ""0.006786201480956863"", ""count"": 5231}, {""value"": ""-0.012219581807772913"", ""count"": 5147}, {""value"": ""0.012219581807772913"", ""count"": 5116}, {""value"": ""-0.015286025360824325"", ""count"": 5029}, {""value"": ""0.015286025360824325"", ""count"": 5012}, {""value"": ""-0.010234136894200429"", ""count"": 4912}, {""value"": ""0.007992914862073321"", ""count"": 4903}, {""value"": ""-0.007992914862073321"", ""count"": 4899}]"
target_current_0,float64,6249074,0,0.0,6249074,-0.6953537121966314,0.7074557424972123,0.0014862664934020863,0.21328462133902337,,True,False,"[-8.360321417768191e-18, -2.5159446087278887e-17, -1.4007739013904004e-17, 9.286275580104588e-17, -1.989219351862381e-17, 3.8601617915004e-17, 4.327162119407418e-18, -3.7381915942651086e-17, -5.187605309324666e-17, 1.6790436611748012e-17, -1.0317423183034132e-17, -5.45391336111301e-17, 4.070557892062199e-18, 4.7567505915592526e-17, 1.5790345575407923e-17, 2.2607551994010908e-17, -5.923690424065349e-17, -1.4684457012522785e-17, 1.1502423696555282e-17, -5.923690424065349e-17]",[]
target_current_1,float64,6249074,0,0.0,6249074,-2.001207009102788,1.819513030490425,-0.5367669487584108,0.998850354959932,,True,False,"[-1.7006182852861556, -1.7005926611696054, -1.7005976587666949, -1.7006117695684695, -1.7005910386220957, -1.700610683979921, -1.7005913613872166, -1.7005903363176944, -1.7005983001584541, -1.70059924920866, -1.7006057102827368, -1.7005993172831049, -1.7005829144408011, -1.7006115511800592, -1.7006072781101775, -1.7006095769009255, -1.7005990886401694, -1.7006028053266302, -1.7006192050248554, -1.7005990886401694]",[]
target_current_2,float64,6249074,0,0.0,6249074,-1.2998916301573422,1.3930549094996476,-0.3014994844688086,0.7058885670196645,,True,False,"[-0.8361742358575529, -0.8361708553111922, -0.8361772829603034, -0.8361732493572681, -0.8361761629195463, -0.8361718531298128, -0.8361765780432359, -0.8361752596522007, -0.8361781078849816, -0.8361719342514639, -0.8361728500879894, -0.8361794160577372, -0.8361805034855608, -0.8361729684774677, -0.8361674726775196, -0.8361704292624623, -0.8361791219891012, -0.8361765079452016, -0.8361754187775706, -0.8361791219891012]",[]
target_current_3,float64,6249074,0,0.0,6249074,-0.6509932647300801,0.6750283105900501,0.0004371067367322057,0.1899494710161547,,True,False,"[-0.07608500137015774, -0.07608500137015778, -0.07610231747023123, -0.07608109529473618, -0.07609624979823508, -0.07607984718757814, -0.07609901052535227, -0.07609432322734512, -0.07610047032030816, -0.07608737475524759, -0.07608565035794795, -0.07610326051034676, -0.07611099017608497, -0.07608049620870719, -0.07606502692938004, -0.07607508033959905, -0.07610450861755214, -0.07609338006589325, -0.07608565035794791, -0.07610450861755214]",[]
target_current_4,float64,6249074,0,0.0,6249074,-0.5500677102335508,0.5315793541253222,-0.002522936332212452,0.15702877492497183,,True,False,"[2.522301639903745e-05, 2.5223016399035635e-05, 2.206446843615556e-05, 2.585006410513192e-05, 2.274278146070737e-05, 2.58509614261594e-05, 2.2691074128904692e-05, 2.3343554372784532e-05, 2.2065602041153746e-05, 2.454708805005981e-05, 2.522256109382497e-05, 2.1414285160262792e-05, 2.0185352035167046e-05, 2.585049482105756e-05, 2.9007782941451613e-05, 2.7102867348269103e-05, 2.141354184240953e-05, 2.3993580996574e-05, 2.5222561093828518e-05, 2.141354184240953e-05]",[]
target_current_5,float64,6249074,0,0.0,6249074,-0.3099393289089236,0.19604444184700354,-0.0005520696989072134,0.06987260682555824,,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[]
target_moment_0,float64,6249074,0,0.0,6249074,-6.474702151856703,8.00524376045788,5.950146242053817e-06,0.29436521124924303,,True,False,"[-8.68996155888941e-17, -2.6151460980524024e-16, -1.4560051877799267e-16, 9.652425281742897e-16, -2.0676525262706463e-16, 4.0123645854021446e-16, 4.497778326658051e-17, -3.885585210263266e-16, -5.392148036906e-16, 1.7452468801374161e-16, -1.0724230130292696e-16, -5.668956381612108e-16, 4.2310564196821646e-17, 4.944305095498242e-16, 1.6412945052596418e-16, 2.3498947941285437e-16, -6.157256342140847e-16, -1.5263452273591186e-16, 1.1955954174762746e-16, -6.157256342140847e-16]",[]
target_moment_1,float64,6249074,0,0.0,6249074,-22.120478813606766,16.544956608723435,-5.635438038050468,10.349808496312114,,True,False,"[-17.875239836594087, -17.874970500886658, -17.87502303075027, -17.875171349728245, -17.874953446250622, -17.87515993908082, -17.87495683884261, -17.874946064312113, -17.875029772434523, -17.875039747924138, -17.875107660429684, -17.875040463456273, -17.874868052784976, -17.875169054242395, -17.87512413990175, -17.875148302546773, -17.875038060184863, -17.875077126365944, -17.875249503989753, -17.875038060184863]",[]
target_moment_2,float64,6249074,0,0.0,6249074,-10.635717042689704,7.2135945638278365,-2.4689326420161932,5.526863638926021,,True,False,"[-6.833621095821399, -6.8335934683582025, -6.8336459982218125, -6.833613033662977, -6.833636844705932, -6.83360162301555, -6.833640237297907, -6.833629462767428, -6.833652739906071, -6.833602285980997, -6.8336097706409324, -6.8336634309278175, -6.8336723179150045, -6.833610738177124, -6.833565823836484, -6.833589986481504, -6.833661027656407, -6.833639664422799, -6.8336307632170685, -6.833661027656407]",[]
target_moment_3,float64,6249074,0,0.0,6249074,-2.1160646913828023,2.1241803247122304,0.0049928847648461555,0.23596769142934962,,True,False,"[-0.29153082510441697, -0.29153082510441714, -0.2915971742777245, -0.29151585840440963, -0.2915739251038841, -0.2915110760990531, -0.29158450323413154, -0.2915665431653804, -0.2915900966522863, -0.2915399190769618, -0.2915333117961769, -0.2916007876740317, -0.29163040502028736, -0.2915135629185557, -0.29145429010939744, -0.29149281122293474, -0.2916055699795697, -0.2915629293041552, -0.2915333117961768, -0.2916055699795697]",[]
target_moment_4,float64,6249074,0,0.0,6249074,-1.6189829788611985,1.5349667316722435,-0.003981490108928928,0.029580101793069073,,True,False,"[9.624704240166043e-05, 9.624704240165348e-05, 8.419452279410179e-05, 9.863975730147872e-05, 8.678285804325653e-05, 9.864318133663825e-05, 8.658555104088394e-05, 8.907531248358531e-05, 8.419884845153313e-05, 9.366780669744e-05, 9.624530502896092e-05, 8.171352621805036e-05, 7.702411172738658e-05, 9.864140084534764e-05, 0.00011068911309317458, 0.00010342025638832719, 8.171068983465317e-05, 9.155571129997992e-05, 9.624530502897446e-05, 8.171068983465317e-05]",[]
target_moment_5,float64,6249074,0,0.0,6249074,-0.10205408754414184,0.07126558539539747,-6.348811260685257e-08,0.001329490664421784,,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[]
actual_q_0,float64,6249074,0,0.0,6249074,-1.627561394368307,0.9213294982910156,-0.31939141135521737,0.5375435869237003,,True,False,"[0.12828779220581055, 0.12828779220581055, 0.12832403182983398, 0.12827587127685547, 0.12827587127685547, 0.12828779220581055, 0.12827587127685547, 0.12832403182983398, 0.12827587127685547, 0.1283116340637207, 0.12827587127685547, 0.1283116340637207, 0.12828779220581055, 0.12828779220581055, 0.12828779220581055, 0.12828779220581055, 0.1282639503479004, 0.12830018997192386, 0.12830018997192386, 0.12827587127685547]",[]
actual_q_1,float64,6249074,0,0.0,6249074,-2.400972982446188,-0.42583735406909184,-1.2871537279165117,0.4586356426319002,,True,False,"[-0.4304312032512208, -0.4304073613933106, -0.4304192823222657, -0.4303954404643555, -0.4303954404643555, -0.4304192823222657, -0.4304073613933106, -0.4304073613933106, -0.4303835195354005, -0.4303954404643555, -0.4304073613933106, -0.4303835195354005, -0.4304073613933106, -0.4304312032512208, -0.4303954404643555, -0.4304073613933106, -0.4303954404643555, -0.4304073613933106, -0.4304073613933106, -0.4303835195354005]",[]
actual_q_2,float64,6249074,0,0.0,6249074,-2.478724479675293,2.4471719900714315,0.39524159598662567,1.3811435949051991,,True,False,"[0.3420503775226038, 0.3420503775226038, 0.3420503775226038, 0.3420627752887171, 0.3420503775226038, 0.3420150915728968, 0.3420379797564905, 0.3420627752887171, 0.3420379797564905, 0.3420379797564905, 0.3420150915728968, 0.342074219380514, 0.3420379797564905, 0.3420379797564905, 0.3420379797564905, 0.34202653566469365, 0.342074219380514, 0.3420379797564905, 0.342074219380514, 0.3420627752887171]",[]
actual_q_3,float64,6249074,0,0.0,6249074,-1.5708614788451136,3.781867189998291,0.9040158205765529,1.7293506334225028,,True,False,"[0.08877675115551753, 0.08881299077954098, 0.08883683263745112, 0.08881299077954098, 0.08881299077954098, 0.08876435338940425, 0.08881299077954098, 0.08877675115551753, 0.08882443487133784, 0.08876435338940425, 0.08877675115551753, 0.08880059301342769, 0.08881299077954098, 0.08877675115551753, 0.08882443487133784, 0.08878914892163081, 0.08881299077954098, 0.08881299077954098, 0.08881299077954098, 0.08880059301342769]",[]
actual_q_4,float64,6249074,0,0.0,6249074,-2.3869941870318807,2.634350299835205,0.22991873349046985,1.0806439198180635,,True,False,"[2.172592639923096, 2.172592639923096, 2.1726527214050293, 2.172640323638916, 2.1726527214050293, 2.172640323638916, 2.1726527214050293, 2.1726174354553223, 2.172628879547119, 2.172628879547119, 2.1726527214050293, 2.172605037689209, 2.1726527214050293, 2.1726527214050293, 2.172628879547119, 2.172605037689209, 2.172628879547119, 2.1726527214050293, 2.172605037689209, 2.172628879547119]",[]
actual_q_5,float64,6249074,0,0.0,6249074,-1.6753981749164026,4.00543212890625e-05,-1.5803938085014375,0.018260322371002554,,True,False,"[-1.5722301642047327, -1.5722182432757776, -1.5721820036517542, -1.5722420851336878, -1.5722301642047327, -1.5722058455096644, -1.5721944014178677, -1.5721820036517542, -1.5722182432757776, -1.5721944014178677, -1.572158161793844, -1.5722058455096644, -1.5721820036517542, -1.5722420851336878, -1.5722058455096644, -1.5721944014178677, -1.5721944014178677, -1.5721820036517542, -1.5721944014178677, -1.5722058455096644]",[]
actual_qd_0,float64,6249074,0,0.0,6249074,-1.3131786584854126,1.3125996589660645,0.000311868855818665,0.20122057442542401,,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[]
actual_qd_1,float64,6249074,0,0.0,6249074,-0.7896681427955627,0.7916280627250671,0.000138029034573287,0.1290377569897814,,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[]
actual_qd_2,float64,6249074,0,0.0,6249074,-1.9365992546081543,1.9417091608047483,0.0006815908226434191,0.40229135283862705,,True,False,"[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]",[]
actual_qd_3,float64,6249074,0,0.0,6249074,-2.01781702041626,2.022688388824464,-0.000739831071756391,0.4907049504375411,,True,False,"[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]",[]
