seed,seed_group,N,variant,split,episode_id,score,threshold,above_threshold
4,failed,10,LW_CURRENT,healthy_evaluation,1733,35.5040098551,7757.1865768,False
4,failed,10,LW_CURRENT,healthy_evaluation,1832,43.1560388525,7757.1865768,False
4,failed,10,LW_CURRENT,healthy_evaluation,1784,29.7146229677,7757.1865768,False
4,failed,10,LW_CURRENT,healthy_evaluation,1993,35.3712168387,7757.1865768,False
4,failed,10,LW_CURRENT,healthy_evaluation,1786,28.2489467025,7757.1865768,False
4,failed,10,LW_CURRENT,healthy_evaluation,1916,32.3548151102,7757.1865768,False
4,failed,10,LW_CURRENT,healthy_evaluation,1842,33.687529848,7757.1865768,False
4,failed,10,LW_CURRENT,healthy_evaluation,1892,33.203751047,7757.1865768,False
4,failed,10,LW_CURRENT,healthy_evaluation,1858,35.4859293899,7757.1865768,False
4,failed,10,LW_CURRENT,healthy_evaluation,1776,32.307225234,7757.1865768,False
4,failed,10,LW_CURRENT,healthy_evaluation,1984,50.8692993308,7757.1865768,False
4,failed,10,LW_CURRENT,healthy_evaluation,1814,38.097674531,7757.1865768,False
4,failed,10,LW_CURRENT,healthy_evaluation,1721,37.6892777904,7757.1865768,False
4,failed,10,LW_CURRENT,healthy_evaluation,1863,31.1120701952,7757.1865768,False
4,failed,10,LW_CURRENT,healthy_evaluation,1900,31.2057139053,7757.1865768,False
4,failed,10,LW_CURRENT,healthy_evaluation,1704,38.9615349533,7757.1865768,False
4,failed,10,LW_CURRENT,healthy_evaluation,1758,39.2188123484,7757.1865768,False
4,failed,10,LW_CURRENT,healthy_evaluation,2002,47.5197943863,7757.1865768,False
4,failed,10,LW_CURRENT,healthy_evaluation,1920,35.2659238174,7757.1865768,False
4,failed,10,LW_CURRENT,healthy_evaluation,1867,34.5113370067,7757.1865768,False
4,failed,10,LW_CURRENT,healthy_evaluation,1789,31.6511154568,7757.1865768,False
4,failed,10,LW_CURRENT,healthy_evaluation,1908,30.5266611837,7757.1865768,False
4,failed,10,LW_CURRENT,healthy_evaluation,1826,37.6033023588,7757.1865768,False
4,failed,10,LW_CURRENT,healthy_evaluation,1980,39.5223085275,7757.1865768,False
4,failed,10,LW_CURRENT,healthy_evaluation,1844,35.5331900815,7757.1865768,False
4,failed,10,LW_CURRENT,healthy_evaluation,1807,36.3216790977,7757.1865768,False
4,failed,10,LW_CURRENT,healthy_evaluation,2007,39.6010131355,7757.1865768,False
4,failed,10,LW_CURRENT,healthy_evaluation,1751,36.7895146697,7757.1865768,False
4,failed,10,LW_CURRENT,healthy_evaluation,1720,44.0271789745,7757.1865768,False
4,failed,10,LW_CURRENT,healthy_evaluation,1914,39.9910924258,7757.1865768,False
4,failed,10,LW_CURRENT,healthy_evaluation,1850,32.7618819174,7757.1865768,False
4,failed,10,LW_CURRENT,healthy_evaluation,2012,36.9729550433,7757.1865768,False
4,failed,10,LW_CURRENT,healthy_evaluation,1827,33.9003759403,7757.1865768,False
4,failed,10,LW_CURRENT,healthy_evaluation,1771,39.4322923754,7757.1865768,False
4,failed,10,LW_CURRENT,healthy_evaluation,1777,33.7530383878,7757.1865768,False
4,failed,10,LW_CURRENT,healthy_evaluation,1951,38.2753854869,7757.1865768,False
4,failed,10,LW_CURRENT,healthy_evaluation,2010,35.1515192805,7757.1865768,False
4,failed,10,LW_CURRENT,healthy_evaluation,1981,43.569479703,7757.1865768,False
4,failed,10,LW_CURRENT,healthy_evaluation,1931,31.9409995644,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,441,259.423575405,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,680,262.846489297,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,645,258.80768912,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,579,251.216653414,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,231,272.282960054,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,101,263.133212208,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,59,268.277506153,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,104,260.088274434,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,35,238.093298666,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,20,266.95080095,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,550,346.055795837,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,599,250.003252503,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,549,343.257244121,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,465,257.159967003,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,498,627.769990786,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,349,311.146702371,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,32,236.125107299,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,83,258.72024472,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,562,234.833122174,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,5,259.616396916,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,753,259.729216484,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,141,295.43806451,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,617,263.112968697,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,54,259.263194053,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,192,265.509915887,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,716,264.105819975,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,551,343.063069919,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,260,240.553552393,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,84,256.445000731,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,319,249.806845743,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,357,995.336314375,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,615,274.352364073,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,505,252.510367989,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,245,280.385172029,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,649,275.788411233,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,293,301.483335483,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,139,291.374176634,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,308,256.735544503,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,575,251.641847422,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,306,254.256931567,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,554,232.950974239,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,467,736.779086259,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,602,250.966910647,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,64,321.821036185,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,25,241.161336659,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,374,320.314498203,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,462,253.858953551,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,672,265.927199263,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,572,251.506133299,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,521,272.246954406,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,497,625.51289082,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,510,249.057089642,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,318,250.239430865,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,227,286.421740077,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,428,270.24458894,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,556,233.739403468,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,191,260.683118731,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,633,273.031164418,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,525,266.454463902,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,193,265.56982643,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,272,355.923014911,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,651,280.98146567,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,379,317.531623675,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,9,258.141897993,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,256,285.25902383,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,724,262.856210609,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,259,252.138232363,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,392,274.782326249,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,164,251.209688589,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,97,259.369815059,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,401,258.162133885,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,12,259.424110332,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,634,278.6939525,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,341,255.060542469,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,662,264.878296001,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,684,258.568305773,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,290,303.533520242,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,91,254.332048844,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,128,592.310033285,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,155,230.16472261,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,68,326.630768501,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,422,259.023829517,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,255,285.938919139,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,472,723.242350183,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,206,263.085169605,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,694,271.500499854,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,607,272.654083692,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,180,249.60849311,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,23,269.133740306,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,587,328.352958373,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,727,269.697548837,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,387,272.52087133,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,136,294.247598254,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,582,251.371808115,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,427,270.919269507,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,685,268.761616544,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,149,262.945645223,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,157,225.990194837,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,530,244.208857759,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,637,272.737792119,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,516,252.723900065,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,419,251.255415605,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,622,266.808864404,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,280,581.863869293,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,450,281.69627471,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,219,367.520453498,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,609,275.255062839,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,585,330.030170038,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,507,247.796717953,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,321,251.14345318,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,688,274.616379297,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,171,250.101334518,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,234,278.574451504,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,597,254.512914796,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,309,252.934166839,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,635,277.045362544,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,664,262.587204678,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,120,263.796570214,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,705,264.593494641,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,213,370.623333987,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,640,261.33699315,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,216,371.698929033,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,541,345.234323031,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,285,331.964674379,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,34,239.353631554,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,576,246.685032266,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,338,252.342526419,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,10,255.345892003,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,281,582.154198013,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,423,259.778605053,7757.1865768,False
4,failed,10,LW_CURRENT,anomaly_evaluation,522,266.548521139,7757.1865768,False
