signal_index,signal_name,sample_count,nan_count,inf_count,unique_count,constant,minimum,maximum,mean,standard_deviation,range,range_robust_z_vs_target_healthy,total_variation,total_variation_robust_z_vs_target_healthy,maximum_absolute_jump,maximum_jump_robust_z_vs_target_healthy,start_end_difference
24,torque_sensor_a_2,1055,0,0,615,False,11.9395389557,70.9197921753,43.6975396161,10.0898975779,58.9802532196,1.33456858339,622.661170959,-0.729624899875,6.94597625732,-1.73947183969,-5.77914047241
25,torque_sensor_b_2,1055,0,0,628,False,11.1832790375,71.0239562988,43.2412015128,9.87114297466,59.8406772614,1.30734450881,632.266721725,-0.47294461406,8.97940826416,-0.0642278405363,-7.47183036804
26,motor_iq_2,1055,0,0,1011,False,0.228356599808,8.61100769043,4.213547997,1.40100276882,8.38265109062,2.38516992607,128.016626537,0.704156427141,1.24505257607,0.63569385604,0.626853942871
27,motor_id_2,1055,0,0,1012,False,-0.227501958609,0.299438238144,0.00106424756714,0.0429442361492,0.526940196753,-2.55173700308,31.1647175141,0.120743481207,0.418593138456,-1.2750985792,0.192527126521
28,power_motor_el_2,1055,0,0,1055,False,-23.2046165466,104.555015564,15.1055046186,16.0739957187,127.759632111,0.414244209135,1228.10561025,1.7414738136,19.1264152527,0.49998890936,13.9612369537
29,power_motor_mech_2,1055,0,0,933,False,-34.5825195312,81.8422317505,1.89643203398,13.7467076753,116.424751282,-0.874919882456,597.104892184,0.609873222164,12.282245636,-0.546454884774,12.4517364502
30,power_load_mech_2,1055,0,0,1055,False,-33.2196159363,48.4127464294,0.0089177946767,9.15502229167,81.6323623657,2.0248997201,437.444359185,1.02020545088,7.19985198975,-0.88343822703,7.3525332557
31,motor_voltage_2,1055,0,0,1054,False,-6.53809547424,12.0821905136,2.46750131963,2.46301446897,18.6202859879,-0.272486630783,198.327451169,-0.884117375617,1.07764959335,-1.45412430824,3.6377530098
32,supply_voltage_2,1055,0,0,13,False,47.2611312866,47.5224647522,47.4449874155,0.0375188296094,0.261333465576,0.674489750196,14.7747154236,-1.31311843714,0.0603103637695,-0.674489750196,-0.0603065490723
33,brake_voltage_2,1055,0,0,124,False,9.5487203598,11.9007196426,10.8007376106,0.21682728235,2.35199928284,-1.07917976057,223.500012398,-1.4097438636,1.26646232605,-0.539579640904,-0.281434059143
34,motor_position_3,1055,0,0,842,False,1.85835516453,2.31822967529,2.03571531275,0.164642898659,0.459874510765,1.1018062379,1.20461416245,-2.1586728414,0.00603711605072,-2.39883475064,0.0122671127319
35,motor_velocity_3,1055,0,0,945,False,-0.559042394161,0.606490910053,0.00101673688978,0.200074254035,1.16553330421,-2.01395499159,6.88622767248,-2.55701829328,0.0507424473763,-1.19391737842,-0.26549166441
36,joint_position_3,1055,0,0,766,False,1.85913419724,2.31874108315,2.03641921073,0.164587178154,0.45960688591,0.979965180539,1.207249403,-2.2133651199,0.00613594055176,-2.37531329488,0.0121819972992
37,joint_velocity_3,1055,0,0,1055,False,-0.54867464304,0.615854918957,0.00106800843277,0.199966562678,1.164529562,-2.144940205,7.95584354022,-2.23164805656,0.0554527640343,-0.573535436917,-0.258551665116
38,motor_torque_3,1055,0,0,1023,False,-79.1553573608,-9.28695774078,-38.8761222378,10.4664979499,69.8683996201,-0.431274060366,1344.99565125,-2.41831848306,12.8869018555,-0.60363417346,-8.71251678467
39,torque_sensor_a_3,1055,0,0,571,False,-42.5103149414,-19.5239620209,-31.3465165595,4.75516389873,22.9863529205,-1.4981405501,656.353881836,-0.429716348262,9.89979362488,-0.706228964696,5.02655410767
40,torque_sensor_b_3,1055,0,0,573,False,-42.4074630737,-18.7258834839,-31.0410482253,4.46336789807,23.6815795898,-1.78586604531,642.423080444,0.352909691049,10.0132389069,-0.46601290723,3.76453781128
41,motor_iq_3,1055,0,0,1022,False,-6.39657497406,-0.693286180496,-3.18387710088,0.865792100145,5.70328879356,-0.625968984969,134.071723223,-1.0622825444,1.16805529594,-0.407422926419,-0.73344039917
42,motor_id_3,1055,0,0,1022,False,-0.217911928892,0.330082595348,-0.00370660402483,0.0378595158554,0.54799452424,0.627073343174,27.8917370567,-1.31337454192,0.391369506717,0.576417903386,-0.0345581397414
43,power_motor_el_3,1055,0,0,1055,False,-9.65488910675,53.5808296204,10.7766687251,10.5374509242,63.2357187271,-2.0263033553,960.711912736,-2.28058139289,9.06153297424,-1.13863971013,14.4493265152
44,power_motor_mech_3,1055,0,0,948,False,-19.8528804779,34.3655509949,1.68889357325,8.66570618713,54.2184314728,-2.47603962458,389.441578414,-1.54816007903,5.34004402161,-1.05665605418,11.9960918427
45,power_load_mech_3,1055,0,0,1055,False,-23.1920757294,17.6158714294,-0.0704197403779,6.14464452647,40.8079471588,-2.63302020995,325.626172784,-1.13939450512,4.31644916534,-1.13557026939,7.09667273611
46,motor_voltage_3,1055,0,0,1055,False,-8.02258968353,4.19389295578,-2.32179661636,2.0008413104,12.2164826393,-1.34986391969,233.339750811,-0.8672666151,1.3412374258,-0.766632316232,-2.46092009544
47,supply_voltage_3,1055,0,0,13,False,47.6832847595,47.9245147705,47.838521782,0.037835351563,0.241230010986,0,15.8611373901,1.12430808631,0.0804100036621,0,-0.0201034545898
48,brake_voltage_3,1055,0,0,117,False,9.70953941345,11.177028656,10.947782173,0.211402264623,1.46748924255,-5.39593400066,230.697061539,-0.425696059601,1.28656482697,-0.981081553737,0.120615005493
49,motor_position_4,1055,0,0,673,False,-2.58188176155,-2.07202124596,-2.41226076583,0.168486367005,0.509860515594,2.26489458588,1.86753439903,-3.22919187335,0.0135364532471,-1.00839188975,-0.0180613994598
50,motor_velocity_4,1055,0,0,705,False,-1.17893207073,1.35876405239,-0.00128892778628,0.350355432808,2.53769612312,-0.834606607061,12.3903118035,-1.74023081709,0.0877624750137,0.69625190476,0.645724356174
51,joint_position_4,1055,0,0,666,False,-2.58094286919,-2.07167315483,-2.41150134005,0.168269134654,0.509269714355,2.22536424077,1.86710453033,-3.26817905339,0.0138478279114,-1.14966661227,-0.0187435150146
52,joint_velocity_4,1055,0,0,1055,False,-1.19407343864,1.41058433056,-0.0016758503542,0.348781408074,2.6046577692,-0.932199945584,15.2631382839,-1.17011418909,0.145968794823,-1.73363041946,0.648758847499
53,motor_torque_4,1055,0,0,833,False,-15.1122970581,0.540470659733,-7.18179080419,2.44333564805,15.6527677178,0.874547003568,446.24113816,-1.25908657541,3.36369132996,-1.56793238822,3.10076618195
54,torque_sensor_a_4,1055,0,0,528,False,-7.63023996353,-2.14609956741,-4.79565201664,0.73584870818,5.48414039612,-1.68313071752,192.750397205,-1.09551962077,3.05340909958,-1.47340148934,0.536988735199
55,torque_sensor_b_4,1055,0,0,511,False,-7.83193159103,-2.17619347572,-4.95335626806,0.713643186724,5.65573811531,-1.58773583241,197.570734978,-1.24104697099,3.19510626793,-1.4548870671,0.845931529999
56,motor_iq_4,1055,0,0,833,False,-1.59196460247,0.0488215908408,-0.781473684791,0.26546621837,1.64078619331,0.02930652173,50.7582357535,-1.60405574357,0.366302371025,-1.72796129425,0.300889611244
57,motor_id_4,1055,0,0,833,False,-0.0425331443548,0.0429892465472,-0.000408537195327,0.0108366429342,0.085522390902,-1.29413859278,12.1394681153,-1.26454731005,0.085522390902,0.423920194566,-0.0143236666918
58,power_motor_el_4,1055,0,0,1055,False,-4.20233535767,19.317199707,2.95517275659,2.95200094818,23.5195350647,-1.23105216037,511.131500915,-0.483539374871,5.74470424652,-0.208137759558,-3.39461046457
59,power_motor_mech_4,1055,0,0,705,False,-6.0653128624,17.7315483093,0.681469758328,2.4936473958,23.7968611717,0.470331071919,207.300656434,-0.50705261921,4.09939193726,-1.20369862782,-3.20670819283
60,power_load_mech_4,1055,0,0,1055,False,-8.83774662018,8.47670555115,0.00911982356833,1.7639823623,17.3144521713,-1.01269369127,144.9714052,-1.43575336487,3.94028997421,-1.09100557843,-2.66360738035
61,motor_voltage_4,1055,0,0,1055,False,-12.0378198624,9.76676654816,-2.35283727316,2.84958711869,21.8045864105,0.61522978256,475.950783297,-1.12618651087,3.46291446686,-0.151465608693,4.6045384407
62,supply_voltage_4,1055,0,0,15,False,47.6028747559,47.8843078613,47.7932282977,0.0407293811768,0.281433105469,0.674489750196,15.921131134,1.04792935332,0.0603103637695,0,-0.0402030944824
63,brake_voltage_4,1055,0,0,132,False,9.70954036713,12.3228731155,10.9795834003,0.22786947068,2.61333274841,0.674513749974,246.055488586,0.0620310461464,1.70871734619,0.0963471892274,0.0804119110107
64,motor_position_5,1055,0,0,510,False,-1.83168196678,-1.554921031,-1.66386911055,0.125770842767,0.276760935783,0.10649838161,0.568046212196,0.634094328632,0.0100163221359,1.0903183471,8.70227813721e-06
65,motor_velocity_5,1055,0,0,636,False,-0.443253546953,0.951056838036,-7.04568550245e-05,0.157978800237,1.39431038499,0.568114849181,3.52991508436,0.410460091211,0.0511860847473,0.606118992723,-2.47944485605e-22
66,joint_position_5,1055,0,0,446,False,-1.83113157749,-1.5549851656,-1.66373609423,0.125556009758,0.276146411896,0,0.57625579834,0.274167592904,0.0102701187134,1.5917098882,5.72204589844e-06
67,joint_velocity_5,1055,0,0,1055,False,-0.448539018631,0.968626856804,0.000113627103326,0.158262862583,1.41716587543,0.675110213806,6.85495353153,-0.534875351994,0.115151941776,0.604760025282,0.000230249941524
68,motor_torque_5,1055,0,0,761,False,-4.0450129509,5.37481832504,-0.0407209718741,1.30407105337,9.41983127594,0.277228434001,316.546685324,0.511514413756,2.40746951103,-0.971072262265,0.534292951226
69,torque_sensor_a_5,1055,0,0,407,False,-1.51707518101,1.21454310417,-0.218739853651,0.470072189012,2.73161828518,0.83508410138,107.888647318,-0.368101801885,1.08267146349,-0.730697096165,0.049879193306
70,torque_sensor_b_5,1055,0,0,393,False,-1.57945561409,1.34807002544,-0.178241747646,0.508782707956,2.92752563953,1.54168954841,106.856149554,-0.574544784709,1.13182061911,-0.508631633373,0.0497181415558
71,motor_iq_5,1055,0,0,760,False,-0.508089482784,0.546620607376,0.0354126389238,0.146683449434,1.05471009016,-0.355084423478,40.0589840752,0.701231428911,0.30177514255,-0.705170228496,0.0581489540637
72,motor_id_5,1055,0,0,760,False,-0.0447282940149,0.0317519269884,0.000554805958502,0.00824121061122,0.0764802210033,0.465607066939,9.90820391662,0.894139936094,0.0576214492321,1.38596575053,-0.0069663526956
73,power_motor_el_5,1055,0,0,1053,False,-0.527051270008,5.312251091,0.231004279551,0.531169164988,5.83930236101,0.582287969584,123.966068803,0.994687469816,3.43996286392,1.54516444735,0.0509843705222
74,power_motor_mech_5,1055,0,0,636,False,-0.137265607715,4.76823472977,0.128011127108,0.418918971809,4.90550033748,1.40533555464,41.9134305662,1.26976926539,2.11551117897,0.820724414783,-6.05108947104e-23
75,power_load_mech_5,1055,0,0,1055,False,-0.61045384407,0.516647338867,0.00205793275347,0.0842897936046,1.12710118294,-0.444489730653,17.921352144,-0.0500332623449,0.679053969681,-0.823132255557,5.63880098525e-06
76,motor_voltage_5,1055,0,0,1055,False,-5.71483945847,9.37738323212,0.140405919962,1.64840293115,15.0922226906,2.24002505408,350.114970095,-0.245185731733,3.20272487402,-0.498061149726,0.229562520981
77,supply_voltage_5,1055,0,0,14,False,47.4219512939,47.6832847595,47.6140401253,0.0438911541878,0.261333465576,-0.674489750196,15.397808075,-0.149802897678,0.0603103637695,-0.674489750196,-0.0402030944824
78,brake_voltage_5,1055,0,0,126,False,9.78995227814,11.7197971344,10.9761545579,0.21489708768,1.92984485626,-3.77707348698,234.837983131,-0.601658570738,1.22625732422,-0.674480150923,0.201027870178
79,motor_position_6,1055,0,0,515,False,-0.843564510345,0.47400483489,0.00473002716016,0.583017404065,1.31756934524,-2.97483729778,2.6361130476,-3.28308567479,0.0223376750946,-1.26144997945,-7.5101852417e-06
80,motor_velocity_6,1055,0,0,567,False,-2.10789895058,2.0557487011,-0.000201017293405,0.591806415414,4.16364765167,-4.75100255258,8.92016448359,-3.32974218699,0.0540680885315,1.05860695707,0
81,joint_position_6,1055,0,0,474,False,-0.843544840813,0.474174529314,0.00483712673946,0.583186423509,1.31771937013,-2.98427385718,2.64052438736,-3.29383624207,0.0222549438477,-1.2883662093,0
82,joint_velocity_6,1055,0,0,1055,False,-2.10775303841,2.06081008911,-4.49787202744e-05,0.591365406986,4.16856312752,-5.02847694061,10.0040576266,-3.90136684611,0.0799484848976,-0.372571070012,0.00219001830555
83,motor_torque_6,1055,0,0,713,False,-9.28295707703,8.37770557404,0.103559426201,2.64421229988,17.6606626511,0.459875209255,306.458738442,-0.926034813482,4.32589006424,1.68868427826,0.418998122215
84,torque_sensor_a_6,1055,0,0,163,False,-0.306736260653,0.353716373444,0.00599420052287,0.0809770848793,0.660452634096,-1.22634482001,40.055482924,-0.760280663226,0.580314025283,1.22995170864,-0.0193437933922
85,torque_sensor_b_6,1055,0,0,168,False,-0.408488482237,0.31464856863,-0.131503503455,0.103600291751,0.723137050867,-0.359728287563,40.9648866653,0.153648592163,0.579613626003,1.83076056876,0
86,motor_iq_6,1055,0,0,710,False,-0.998079121113,0.885876297951,0.0159447965268,0.288492636421,1.88395541906,-0.383273300734,38.0921865734,-1.06363343948,0.465864032507,1.5868065112,0.0446114242077
87,motor_id_6,1055,0,0,712,False,-0.0515167415142,0.0626275837421,-0.00101498471834,0.0108705244148,0.114144325256,0.722608632211,12.3019826377,-0.0960111768268,0.085022425279,0.515213574285,-0.00392006593756
88,power_motor_el_6,1055,0,0,1053,False,-0.319879919291,18.9828548431,1.49644206768,3.35459477007,19.3027347624,-0.145516686753,301.375592277,-0.565158323996,9.22128343582,1.99819941828,0.0666139423847
89,power_motor_mech_6,1055,0,0,567,False,-0.0410100929439,18.2127876282,1.34349349485,3.31222502725,18.2537977211,-0.448709360208,189.906110579,-1.299548247,9.04100704193,2.12135764636,0
90,power_load_mech_6,1055,0,0,1055,False,-0.0381644181907,0.384160399437,0.0264840521828,0.0656850446517,0.422324817628,-1.89381207813,11.7432614204,-1.58661299434,0.241936702281,-1.65735010321,-3.77756551018e-06
91,motor_voltage_6,1055,0,0,1055,False,-17.9996528625,17.0406627655,0.0419769735468,4.96107279556,35.0403156281,0.441963406149,389.268019654,-0.34764253238,4.24624979496,1.03291383051,0.336536824703
92,supply_voltage_6,1055,0,0,14,False,47.5827713013,47.8441047668,47.7737932395,0.0427637198235,0.261333465576,-0.674489750196,15.23695755,-0.770921158901,0.0804100036621,0,-0.0402030944824
93,brake_voltage_6,1055,0,0,141,False,10.0110778809,12.4635896683,11.1195397183,0.233719148821,2.45251178741,-0.505915312202,243.682985306,0.14987743649,1.80923175812,0.539600119764,-0.0402030944824
