seed,split,position,episode_id,is_anomaly,category,setting
0,source_train,76,831,0,12,72
0,source_train,77,832,0,12,72
0,source_train,78,833,0,12,72
0,source_train,79,834,0,12,72
0,source_train,80,835,0,12,72
0,source_train,81,836,0,12,72
0,source_train,82,837,0,12,72
0,source_train,83,838,0,12,72
0,source_train,84,839,0,12,72
0,source_train,85,840,0,12,72
0,source_train,86,841,0,12,72
0,source_train,87,842,0,12,72
0,source_train,88,843,0,12,72
0,source_train,89,844,0,12,72
0,source_train,90,845,0,12,72
0,source_train,91,846,0,12,72
0,source_train,92,847,0,12,72
0,source_train,93,848,0,12,72
0,source_train,94,849,0,12,72
0,source_train,95,850,0,12,72
0,source_train,96,851,0,12,72
0,source_train,97,852,0,12,72
0,source_train,98,853,0,12,72
0,source_train,99,854,0,12,72
0,source_train,100,855,0,12,72
0,source_train,101,856,0,12,72
0,source_train,102,857,0,12,72
0,source_train,103,858,0,12,72
0,source_train,104,859,0,12,72
0,source_train,105,860,0,12,72
0,source_train,106,861,0,12,72
0,source_train,107,862,0,12,72
0,source_train,108,863,0,12,72
0,source_train,109,864,0,12,72
0,source_train,110,865,0,12,72
0,source_train,111,866,0,12,72
0,source_train,112,867,0,12,72
0,source_train,113,868,0,12,72
0,source_train,114,869,0,12,72
0,source_train,115,870,0,12,72
0,source_train,116,871,0,12,72
0,source_train,117,872,0,12,72
0,source_train,118,873,0,12,72
0,source_train,119,874,0,12,72
0,source_train,120,875,0,12,72
0,source_train,121,876,0,12,72
0,source_train,122,877,0,12,72
0,source_train,123,878,0,12,72
0,source_train,124,879,0,12,72
0,source_train,125,880,0,12,72
0,source_train,126,881,0,12,72
0,source_train,127,882,0,12,72
0,source_train,128,883,0,12,72
0,source_train,129,884,0,12,72
0,source_train,130,885,0,12,72
0,source_train,131,886,0,12,72
0,source_train,132,887,0,12,72
0,source_train,133,888,0,12,72
0,source_train,134,889,0,12,72
0,source_train,135,890,0,12,72
0,source_train,136,891,0,12,72
0,source_train,137,892,0,12,72
0,source_train,138,893,0,12,72
0,source_train,139,894,0,12,72
0,source_train,140,895,0,12,72
0,source_train,141,896,0,12,72
0,source_train,142,897,0,12,72
0,source_train,143,898,0,12,72
0,source_train,144,899,0,12,72
0,source_train,145,900,0,12,72
0,source_train,146,901,0,12,72
0,source_train,147,902,0,12,72
0,source_train,148,903,0,12,72
0,source_train,149,904,0,12,72
0,source_train,150,905,0,12,72
0,source_train,151,906,0,12,72
0,source_train,152,907,0,12,72
0,source_train,153,908,0,12,72
0,source_train,154,909,0,12,72
0,source_train,155,910,0,12,72
0,source_train,156,911,0,12,72
0,source_train,157,912,0,12,72
0,source_train,158,913,0,12,72
0,source_train,159,914,0,12,72
0,source_train,160,915,0,12,72
0,source_train,161,916,0,12,72
0,source_train,162,917,0,12,72
0,source_train,163,918,0,12,72
0,source_train,164,919,0,12,72
0,source_train,165,920,0,12,72
0,source_train,166,921,0,12,72
0,source_train,167,922,0,12,72
0,source_train,168,923,0,12,72
0,source_train,169,924,0,12,72
0,source_train,170,925,0,12,72
0,source_train,171,926,0,12,72
0,source_train,172,927,0,12,72
0,source_train,173,928,0,12,72
0,source_train,174,929,0,12,72
0,source_train,175,930,0,12,72
0,source_train,176,931,0,12,72
0,source_train,177,932,0,12,72
0,source_train,178,933,0,12,72
0,source_train,179,934,0,12,72
0,source_train,180,935,0,12,72
0,source_train,181,936,0,12,72
0,source_train,182,937,0,12,72
0,source_train,183,938,0,12,72
0,source_train,184,939,0,12,72
0,source_train,185,940,0,12,72
0,source_train,186,941,0,12,72
0,source_train,187,942,0,12,72
0,source_train,188,943,0,12,72
0,source_train,189,944,0,12,72
0,source_train,190,945,0,12,72
0,source_train,191,946,0,12,72
0,source_train,192,947,0,12,72
0,source_train,193,948,0,12,72
0,source_train,194,949,0,12,72
0,source_train,195,950,0,12,72
0,source_train,196,951,0,12,72
0,source_train,197,952,0,12,72
0,source_train,198,953,0,12,72
0,source_train,199,954,0,12,72
0,source_train,200,955,0,12,72
0,source_train,201,956,0,12,72
0,source_train,202,957,0,12,72
0,source_train,203,958,0,12,72
0,source_train,204,959,0,12,72
0,source_train,205,960,0,12,72
0,source_train,206,961,0,12,72
0,source_train,207,962,0,12,72
0,source_train,208,963,0,12,72
0,source_train,209,964,0,12,72
0,source_train,210,965,0,12,72
0,source_train,211,966,0,12,72
0,source_train,212,967,0,12,72
0,source_train,213,968,0,12,72
0,source_train,214,969,0,12,72
0,source_train,215,970,0,12,72
0,source_train,216,971,0,12,72
0,source_train,217,972,0,12,72
0,source_train,218,973,0,12,72
0,source_train,219,974,0,12,72
0,source_train,220,975,0,12,72
0,source_train,221,976,0,12,72
0,source_train,222,977,0,12,72
0,source_train,223,978,0,12,72
0,source_train,224,979,0,12,72
0,source_train,225,980,0,12,72
0,source_train,226,981,0,12,72
0,source_train,227,982,0,12,72
0,source_train,228,983,0,12,72
0,source_train,229,984,0,12,72
0,source_train,230,985,0,12,72
0,source_train,231,986,0,12,72
0,source_train,232,987,0,12,72
0,source_train,233,988,0,12,72
0,source_train,234,989,0,12,72
0,source_train,235,990,0,12,72
0,source_train,236,991,0,12,72
0,source_train,237,992,0,12,72
0,source_train,238,993,0,12,72
0,source_train,239,994,0,12,72
0,source_train,240,995,0,12,72
0,source_train,241,996,0,12,72
0,source_train,242,997,0,12,72
0,source_train,243,998,0,12,72
0,source_train,244,999,0,12,72
0,source_train,245,1000,0,12,72
0,source_train,246,1001,0,12,72
0,source_train,247,1002,0,12,72
0,source_train,248,1003,0,12,72
0,source_train,249,1004,0,12,72
0,source_train,250,1005,0,12,72
0,source_train,251,1006,0,12,72
0,source_train,252,1007,0,12,72
0,source_train,253,1008,0,12,72
0,source_train,254,1009,0,12,72
0,source_train,255,1010,0,12,72
0,source_train,256,1011,0,12,72
0,source_train,257,1012,0,12,72
0,source_train,258,1013,0,12,72
0,source_train,259,1014,0,12,72
0,source_train,260,1015,0,12,72
0,source_train,261,1016,0,12,72
0,source_train,262,1017,0,12,72
0,source_train,263,1018,0,12,72
0,source_train,264,1019,0,12,72
0,source_train,265,1020,0,12,72
0,source_train,266,1021,0,12,72
0,source_train,267,1022,0,12,72
0,source_train,268,1023,0,12,72
0,source_train,269,1024,0,12,72
0,source_train,270,1025,0,12,72
0,source_train,271,1026,0,12,72
0,source_train,272,1027,0,12,72
0,source_train,273,1028,0,12,72
0,source_train,274,1029,0,12,72
0,source_train,275,1030,0,12,72
0,source_train,276,1031,0,12,72
0,source_train,277,1032,0,12,72
0,source_train,278,1033,0,12,72
0,source_train,279,1034,0,12,72
0,source_train,280,1035,0,12,72
0,source_train,281,1036,0,12,72
0,source_train,282,1037,0,12,72
0,source_train,283,1038,0,12,72
0,source_train,284,1039,0,12,72
0,source_train,285,1040,0,12,72
0,source_train,286,1041,0,12,72
0,source_train,287,1042,0,12,72
0,source_train,288,1043,0,12,72
0,source_train,289,1044,0,12,72
0,source_train,290,1045,0,12,72
0,source_train,291,1046,0,12,72
0,source_train,292,1047,0,12,72
0,source_train,293,1048,0,12,72
0,source_train,294,1049,0,12,72
0,source_train,295,1050,0,12,72
0,source_train,296,1051,0,12,72
0,source_train,297,1052,0,12,72
0,source_train,298,1053,0,12,72
0,source_train,299,1054,0,12,72
0,source_train,300,1055,0,12,72
0,source_train,301,1056,0,12,72
0,source_train,302,1057,0,12,72
0,source_train,303,1058,0,12,72
0,source_train,304,1059,0,12,72
0,source_train,305,1060,0,12,72
0,source_train,306,1061,0,12,72
0,source_train,307,1062,0,12,72
0,source_train,308,1063,0,12,72
0,source_train,309,1064,0,12,72
0,source_train,310,1065,0,12,72
0,source_train,311,1066,0,12,72
0,source_train,312,1067,0,12,72
0,source_train,313,1068,0,12,72
0,source_train,314,1069,0,12,72
0,source_train,315,1070,0,12,72
0,source_train,316,1071,0,12,72
0,source_train,317,1072,0,12,72
0,source_train,318,1073,0,12,72
0,source_train,319,1074,0,12,72
0,source_train,320,1075,0,12,72
0,source_train,321,1076,0,12,72
0,source_train,322,1077,0,12,72
0,source_train,323,1078,0,12,72
0,source_train,324,1079,0,12,72
0,source_train,325,1080,0,12,72
0,source_train,326,1081,0,12,72
0,source_train,327,1082,0,12,72
0,source_train,328,1083,0,12,72
0,source_train,329,1084,0,12,72
0,source_train,330,1085,0,12,72
0,source_train,331,1086,0,12,72
0,source_train,332,1087,0,12,72
0,source_train,333,1088,0,12,72
0,source_train,334,1089,0,12,72
0,source_train,335,1090,0,12,72
0,source_train,336,1091,0,12,72
0,source_train,337,1092,0,12,72
0,source_train,338,1093,0,12,72
0,source_train,339,1094,0,12,72
0,source_train,340,1095,0,12,72
0,source_train,341,1096,0,12,72
0,source_train,342,1097,0,12,72
0,source_train,343,1098,0,12,72
0,source_train,344,1099,0,12,72
0,source_train,345,1100,0,12,72
0,source_train,346,1101,0,12,72
0,source_train,347,1102,0,12,72
0,source_train,348,1103,0,12,72
0,source_train,349,1104,0,12,72
0,source_train,350,1105,0,12,72
0,source_train,351,1106,0,12,72
0,source_train,352,1107,0,12,72
0,source_train,353,1108,0,12,72
0,source_train,354,1109,0,12,72
0,source_train,355,1110,0,12,72
0,source_train,356,1111,0,12,72
0,source_train,357,1112,0,12,72
0,source_train,358,1113,0,12,72
0,source_train,359,1114,0,12,72
0,source_train,360,1115,0,12,72
0,source_train,361,1116,0,12,72
0,source_train,362,1117,0,12,72
0,source_train,363,1118,0,12,72
0,source_train,364,1119,0,12,72
0,source_train,365,1120,0,12,72
0,source_train,366,1121,0,12,72
0,source_train,367,1122,0,12,72
0,source_train,368,1123,0,12,72
0,source_train,369,1124,0,12,72
0,source_train,370,1125,0,12,72
0,source_train,371,1126,0,12,72
0,source_train,372,1127,0,12,72
0,source_train,373,1128,0,12,72
0,source_train,374,1129,0,12,72
0,source_train,375,1130,0,12,72
0,source_train,376,1131,0,12,72
0,source_train,377,1132,0,12,72
0,source_train,378,1133,0,12,72
0,source_train,379,1134,0,12,72
0,source_train,380,1135,0,12,72
0,source_train,381,1136,0,12,72
0,source_train,382,1137,0,12,72
0,source_train,383,1138,0,12,72
0,source_train,384,1139,0,12,72
0,source_train,385,1140,0,12,72
0,source_train,386,1141,0,12,72
0,source_train,387,1142,0,12,72
0,source_train,388,1143,0,12,72
0,source_train,389,1144,0,12,72
0,source_train,390,1145,0,12,72
0,source_train,391,1146,0,12,72
0,source_train,392,1147,0,12,72
0,source_train,393,1148,0,12,72
0,source_train,394,1149,0,12,72
0,source_train,395,1150,0,12,72
0,source_train,396,1151,0,12,72
0,source_train,397,1152,0,12,72
0,source_train,398,1153,0,12,72
0,source_train,399,1154,0,12,72
0,source_train,400,1155,0,12,72
0,source_train,401,1156,0,12,72
0,source_train,402,1157,0,12,72
0,source_train,403,1158,0,12,72
0,source_train,404,1159,0,12,72
0,source_train,405,1160,0,12,72
0,source_train,406,1161,0,12,72
0,source_train,407,1162,0,12,72
0,source_train,408,1163,0,12,72
0,source_train,409,1164,0,12,72
0,source_train,410,1165,0,12,72
0,source_train,411,1166,0,12,72
0,source_train,412,1167,0,12,72
0,source_train,413,1168,0,12,72
0,source_train,414,1169,0,12,72
0,source_train,415,1170,0,12,72
0,source_train,416,1171,0,12,72
0,source_train,417,1172,0,12,72
0,source_train,418,1173,0,12,72
0,source_train,419,1174,0,12,72
0,source_train,420,1175,0,12,72
0,source_train,421,1176,0,12,72
0,source_train,422,1177,0,12,72
0,source_train,423,1178,0,12,72
0,source_train,424,1179,0,12,72
0,source_train,425,1180,0,12,72
0,source_train,426,1181,0,12,72
0,source_train,427,1182,0,12,72
0,source_train,428,1183,0,12,72
0,source_train,429,1184,0,12,72
0,source_train,430,1185,0,12,72
0,source_train,431,1186,0,12,72
0,source_train,432,1187,0,12,72
0,source_train,433,1188,0,12,72
0,source_train,434,1189,0,12,72
0,source_train,435,1190,0,12,72
0,source_train,436,1191,0,12,72
0,source_train,437,1192,0,12,72
0,source_train,438,1193,0,12,72
0,source_train,439,1194,0,12,72
0,source_train,440,1195,0,12,72
0,source_train,441,1196,0,12,72
0,source_train,442,1197,0,12,72
0,source_train,443,1198,0,12,72
0,source_train,444,1199,0,12,72
0,source_train,445,1200,0,12,72
0,source_train,446,1201,0,12,72
0,source_train,447,1202,0,12,72
0,source_train,448,1203,0,12,72
0,source_train,449,1204,0,12,72
0,source_train,450,1205,0,12,72
0,source_train,451,1206,0,12,72
0,source_train,452,1207,0,12,72
0,source_train,453,1208,0,12,72
0,source_train,454,1209,0,12,72
0,source_train,455,1210,0,12,72
0,source_train,456,1211,0,12,72
0,source_train,457,1212,0,12,72
0,source_train,458,1213,0,12,72
0,source_train,459,1214,0,12,72
0,source_train,460,1215,0,12,72
0,source_train,461,1216,0,12,72
0,source_train,462,1217,0,12,72
0,source_train,463,1218,0,12,72
0,source_train,464,1219,0,12,72
0,source_train,465,1220,0,12,72
0,source_train,466,1221,0,12,72
0,source_train,467,1222,0,12,72
0,source_train,468,1223,0,12,72
0,source_train,469,1224,0,12,72
0,source_train,470,1225,0,12,72
0,source_train,471,1226,0,12,72
0,source_train,472,1227,0,12,72
0,source_train,473,1228,0,12,72
0,source_train,474,1229,0,12,72
0,source_train,475,1230,0,12,72
0,source_train,476,1231,0,12,72
0,source_train,477,1232,0,12,72
0,source_train,478,1233,0,12,72
0,source_train,479,1234,0,12,72
0,source_train,480,1235,0,12,72
0,source_train,481,1236,0,12,72
0,source_train,482,1237,0,12,72
0,source_train,483,1238,0,12,72
0,source_train,484,1239,0,12,72
0,source_train,485,1240,0,12,72
0,source_train,486,1241,0,12,72
0,source_train,487,1242,0,12,72
0,source_train,488,1243,0,12,72
0,source_train,489,1244,0,12,72
0,source_train,490,1245,0,12,72
0,source_train,491,1246,0,12,72
0,source_train,492,1247,0,12,72
0,source_train,493,1248,0,12,72
0,source_train,494,1249,0,12,72
0,source_train,495,1250,0,12,72
0,source_train,496,1251,0,12,72
0,source_train,497,1252,0,12,72
0,source_train,498,1253,0,12,72
0,source_train,499,1254,0,12,72
0,source_train,500,1255,0,12,72
0,source_train,501,1256,0,12,72
0,source_train,502,1257,0,12,72
0,source_train,503,1258,0,12,72
0,source_train,504,1259,0,12,72
0,source_train,505,1260,0,12,72
0,source_train,506,1261,0,12,72
0,source_train,507,1262,0,12,72
0,source_train,508,1263,0,12,72
0,source_train,509,1264,0,12,72
0,source_train,510,1265,0,12,72
0,source_train,511,1266,0,12,72
0,source_train,512,1267,0,12,72
0,source_train,513,1268,0,12,72
0,source_train,514,1269,0,12,72
0,source_train,515,1270,0,12,72
0,source_train,516,1271,0,12,72
0,source_train,517,1272,0,12,72
0,source_train,518,1273,0,12,72
0,source_train,519,1274,0,12,72
0,source_train,520,1275,0,12,72
0,source_train,521,1276,0,12,72
0,source_train,522,1277,0,12,72
0,source_train,523,1278,0,12,72
0,source_train,524,1279,0,12,72
0,source_train,525,1280,0,12,72
0,source_train,526,1281,0,12,72
0,source_train,527,1282,0,12,72
0,source_train,528,1283,0,12,72
0,source_train,529,1284,0,12,72
0,source_train,530,1285,0,12,72
0,source_train,531,1286,0,12,72
0,source_train,532,1287,0,12,72
0,source_train,533,1288,0,12,72
0,source_train,534,1289,0,12,72
0,source_train,535,1290,0,12,72
0,source_train,536,1291,0,12,72
0,source_train,537,1292,0,12,72
0,source_train,538,1293,0,12,72
0,source_train,539,1294,0,12,72
0,source_train,540,1295,0,12,72
0,source_train,541,1296,0,12,72
0,source_train,542,1297,0,12,72
0,source_train,543,1298,0,12,72
0,source_train,544,1299,0,12,72
0,source_train,545,1300,0,12,72
0,source_train,546,1301,0,12,72
0,source_train,547,1302,0,12,72
0,source_train,548,1303,0,12,72
0,source_train,549,1304,0,12,72
0,source_train,550,1305,0,12,72
0,source_train,551,1306,0,12,72
0,source_train,552,1307,0,12,72
0,source_train,553,1308,0,12,72
0,source_train,554,1309,0,12,72
0,source_train,555,1310,0,12,72
0,source_train,556,1311,0,12,72
0,source_train,557,1312,0,12,72
0,source_train,558,1313,0,12,72
0,source_train,559,1314,0,12,72
0,source_train,560,1315,0,12,72
0,source_train,561,1316,0,12,72
0,source_train,562,1317,0,12,72
0,source_train,563,1318,0,12,72
0,source_train,564,1319,0,12,72
0,source_train,565,1320,0,12,72
0,source_train,566,1321,0,12,72
0,source_train,567,1322,0,12,72
0,source_train,568,1323,0,12,72
0,source_train,569,1324,0,12,72
0,source_train,570,1325,0,12,72
0,source_train,571,1326,0,12,72
0,source_train,572,1327,0,12,72
0,source_train,573,1328,0,12,72
0,source_train,574,1329,0,12,72
0,source_train,575,1330,0,12,72
0,source_train,576,1331,0,12,72
0,source_train,577,1332,0,12,72
0,source_train,578,1333,0,12,72
0,source_train,579,1334,0,12,72
0,source_train,580,1335,0,12,72
0,source_train,581,1336,0,12,72
0,source_train,582,1337,0,12,72
0,source_train,583,1338,0,12,72
0,source_train,584,1339,0,12,72
0,source_train,585,1340,0,12,72
0,source_train,586,1341,0,12,72
0,source_train,587,1342,0,12,72
0,source_train,588,1343,0,12,72
0,source_train,589,1344,0,12,72
0,source_train,590,1345,0,12,72
0,source_train,591,1346,0,12,72
0,source_train,592,1347,0,12,72
0,source_train,593,1348,0,12,72
0,source_train,594,1349,0,12,72
0,source_train,595,1350,0,12,72
0,source_train,596,1351,0,12,72
0,source_train,597,1352,0,12,72
0,source_train,598,1353,0,12,72
0,source_train,599,1354,0,12,72
0,source_train,600,1355,0,12,72
0,source_train,601,1356,0,12,72
0,source_train,602,1357,0,12,72
0,source_train,603,1358,0,12,72
0,source_train,604,1359,0,12,72
0,source_train,605,1360,0,12,72
0,source_train,606,1361,0,12,72
0,source_train,607,1362,0,12,72
0,source_train,608,1363,0,12,72
0,source_train,609,1364,0,12,72
0,source_train,610,1365,0,12,72
0,source_train,611,1366,0,12,72
0,source_train,612,1367,0,12,72
0,source_train,613,1368,0,12,72
0,source_train,614,1369,0,12,72
0,source_train,615,1370,0,12,72
0,source_train,616,1371,0,12,72
0,source_train,617,1372,0,12,72
0,source_train,618,1373,0,12,72
0,source_train,619,1374,0,12,72
0,source_train,620,1375,0,12,72
0,source_train,621,1376,0,12,72
0,source_train,622,1377,0,12,72
0,source_train,623,1378,0,12,72
0,source_train,624,1379,0,12,72
0,source_train,625,1380,0,12,72
0,source_train,626,1381,0,12,72
0,source_train,627,1382,0,12,72
0,source_train,628,1383,0,12,72
0,source_train,629,1384,0,12,72
0,source_train,630,1385,0,12,72
0,source_train,631,1386,0,12,72
0,source_train,632,1387,0,12,72
0,source_train,633,1388,0,12,72
0,source_train,634,1389,0,12,72
0,source_train,635,1390,0,12,72
0,source_train,636,1391,0,12,72
0,source_train,637,1392,0,12,72
0,source_train,638,1393,0,12,72
0,source_train,639,1394,0,12,72
0,source_train,640,1395,0,12,72
0,source_train,641,1396,0,12,72
0,source_train,642,1397,0,12,72
0,source_train,643,1398,0,12,72
0,source_train,644,1399,0,12,72
0,source_train,645,1400,0,12,72
0,source_train,646,1401,0,12,72
0,source_train,647,1402,0,12,72
0,source_train,648,1403,0,12,72
0,source_train,649,1404,0,12,72
0,source_train,650,1405,0,12,72
0,source_train,651,1406,0,12,72
0,source_train,652,1407,0,12,72
0,source_train,653,1408,0,12,72
0,source_train,654,1409,0,12,72
0,source_train,655,1410,0,12,72
0,source_train,656,1411,0,12,72
0,source_train,657,1412,0,12,72
0,source_train,658,1413,0,12,72
0,source_train,659,1414,0,12,72
0,source_train,660,1415,0,12,72
0,source_train,661,1416,0,12,72
0,source_train,662,1417,0,12,72
0,source_train,663,1418,0,12,72
0,source_train,664,1419,0,12,72
0,source_train,665,1420,0,12,72
0,source_train,666,1421,0,12,72
0,source_train,667,1422,0,12,72
0,source_train,668,1423,0,12,72
0,source_train,669,1424,0,12,72
0,source_train,670,1425,0,12,72
0,source_train,671,1426,0,12,72
0,source_train,672,1427,0,12,72
0,source_train,673,1428,0,12,72
0,source_train,674,1429,0,12,72
0,source_train,675,1430,0,12,72
0,source_train,676,1431,0,12,72
0,source_train,677,1432,0,12,72
0,source_train,678,1433,0,12,72
0,source_train,679,1434,0,12,72
0,source_train,680,1435,0,12,72
0,source_train,681,1436,0,12,72
0,source_train,682,1437,0,12,72
0,source_train,683,1438,0,12,72
0,source_train,684,1439,0,12,72
0,source_train,685,1440,0,12,72
0,source_train,686,1441,0,12,72
0,source_train,687,1442,0,12,72
0,source_train,688,1443,0,12,72
0,source_train,689,1444,0,12,72
0,source_train,690,1445,0,12,72
0,source_train,691,1446,0,12,72
0,source_train,692,1447,0,12,72
0,source_train,693,1448,0,12,72
0,source_train,694,1449,0,12,72
0,source_train,695,1450,0,12,72
0,source_train,696,1451,0,12,72
0,source_train,697,1452,0,12,72
0,source_train,698,1453,0,12,72
0,source_train,699,1454,0,12,72
0,source_train,700,1455,0,12,72
0,source_train,701,1456,0,12,72
0,source_train,702,1457,0,12,72
0,source_train,703,1458,0,12,72
0,source_train,704,1459,0,12,72
0,source_train,705,1460,0,12,72
0,source_train,706,1461,0,12,72
0,source_train,707,1462,0,12,72
0,source_train,708,1463,0,12,72
0,source_train,709,1464,0,12,72
0,source_train,710,1465,0,12,72
0,source_train,711,1466,0,12,72
0,source_train,712,1467,0,12,72
0,source_train,713,1468,0,12,72
0,source_train,714,1469,0,12,72
0,source_train,715,1470,0,12,72
0,source_train,716,1471,0,12,72
0,source_train,717,1472,0,12,72
0,source_train,718,1473,0,12,72
0,source_train,719,1474,0,12,72
0,source_train,720,1475,0,12,72
0,source_train,721,1476,0,12,72
0,source_train,722,1477,0,12,72
0,source_train,723,1478,0,12,72
0,source_train,724,1479,0,12,72
0,source_train,725,1480,0,12,72
0,source_train,726,1481,0,12,72
0,source_train,727,1482,0,12,72
0,source_train,728,1483,0,12,72
0,source_train,729,1484,0,12,72
0,source_train,730,1485,0,12,72
0,source_train,731,1486,0,12,72
0,source_train,732,1487,0,12,72
0,source_train,733,1488,0,12,72
0,source_train,734,1489,0,12,72
0,source_train,735,1490,0,12,72
0,source_train,736,1491,0,12,72
0,source_train,737,1492,0,12,72
0,source_train,738,1493,0,12,72
0,source_train,739,1494,0,12,72
0,source_train,740,1495,0,12,72
0,source_train,741,1496,0,12,72
0,source_train,742,1497,0,12,72
0,source_train,743,1498,0,12,72
0,source_train,744,1499,0,12,72
0,source_train,745,1500,0,12,72
0,source_train,746,1501,0,12,72
0,source_train,747,1502,0,12,72
0,source_train,748,1503,0,12,72
0,source_train,749,1504,0,12,72
0,source_train,750,1505,0,12,72
0,source_train,751,1506,0,12,72
0,source_train,752,1507,0,12,72
0,source_train,753,1508,0,12,72
0,source_train,754,1509,0,12,72
0,source_train,755,1510,0,12,72
0,source_train,756,1511,0,12,72
0,source_train,757,1512,0,12,72
0,source_train,758,1513,0,12,72
0,source_train,759,1514,0,12,72
0,source_train,760,1515,0,12,72
0,source_train,761,1516,0,12,72
0,source_train,762,1517,0,12,72
0,source_train,763,1518,0,12,72
0,source_train,764,1519,0,12,72
0,source_train,765,1520,0,12,72
0,source_train,766,1521,0,12,72
0,source_train,767,1522,0,12,72
0,source_train,768,1523,0,12,72
0,source_train,769,1524,0,12,72
0,source_train,770,1525,0,12,72
0,source_train,771,1526,0,12,72
0,source_train,772,1527,0,12,72
0,source_train,773,1528,0,12,72
0,source_train,774,1529,0,12,72
0,source_train,775,1530,0,12,72
0,source_train,776,1531,0,12,72
0,source_train,777,1532,0,12,72
0,source_train,778,1533,0,12,72
0,source_train,779,1534,0,12,72
0,source_train,780,1535,0,12,72
0,source_train,781,1536,0,12,72
0,source_train,782,1537,0,12,72
0,source_train,783,1538,0,12,72
0,source_train,784,1539,0,12,72
0,source_train,785,1540,0,12,72
0,source_train,786,1541,0,12,72
0,source_train,787,1542,0,12,72
0,source_train,788,1543,0,12,72
0,source_train,789,1544,0,12,72
0,source_train,790,1545,0,12,72
0,source_train,791,1546,0,12,72
0,source_train,792,1547,0,12,72
0,source_train,793,1548,0,12,72
0,source_train,794,1549,0,12,72
0,source_train,795,1550,0,12,72
0,source_train,796,1551,0,12,72
0,source_train,797,1552,0,12,72
0,source_train,798,1553,0,12,72
0,source_train,799,1554,0,12,72
0,source_train,800,1555,0,12,72
0,source_train,801,1556,0,12,72
0,source_train,802,1557,0,12,72
0,source_train,803,1558,0,12,72
0,source_train,804,1559,0,12,72
0,source_train,805,1560,0,12,72
0,source_train,806,1561,0,12,72
0,source_train,807,1562,0,12,72
0,source_train,808,1563,0,12,72
0,source_train,809,1564,0,12,72
0,source_train,810,1565,0,12,72
0,source_train,811,1566,0,12,72
0,source_train,812,1567,0,12,72
0,source_train,813,1568,0,12,72
0,source_train,814,1569,0,12,72
0,source_train,815,1570,0,12,72
0,source_train,816,1571,0,12,72
0,source_train,817,1572,0,12,72
0,source_train,818,1573,0,12,72
0,source_train,819,1574,0,12,72
0,source_train,820,1575,0,12,72
0,source_train,821,1576,0,12,72
0,source_train,822,1577,0,12,72
0,source_train,823,1578,0,12,72
0,source_train,824,1579,0,12,72
0,source_train,825,1580,0,12,72
0,source_train,826,1581,0,12,72
0,source_train,827,1582,0,12,72
0,source_train,828,1583,0,12,72
0,source_train,829,1584,0,12,72
0,source_train,830,1585,0,12,72
0,source_train,831,1586,0,12,72
0,source_train,832,1587,0,12,72
0,source_train,833,1588,0,12,72
0,source_train,834,1589,0,12,72
